MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/12 15:33:44.891),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
30,50ebe2.png,3,0.05078,175742509549,0.5643,0.32791,0,0.05079,1,1,0.58016,0.30095,1,0.36823,0.07917,0,,0.34451,0.61136,15.58064,0.85515,1,0.73709,0.62745,15.09629,0.85515,1,0,0,6,3.97847,1,3.5052,1,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0
30,50ebe2.png,18,0.29785,175744976236,0.57948,0.2383,0.06641,0.23145,2,1,0.5686,0.25192,1,0.35833,0.07917,0,,0.32059,0.6631,13.69951,0.93101,1,0.70112,0.68575,13.97133,0.95277,1,0,0,6,3.52193,1,3.50475,1,0,0,0,0,0,0,0,1,1,0,0,0,,111.41183,74.83488,0
30,50ebe2.png,32,0.52637,175747263589,0.36148,0.2421,0.36328,0.16309,3,1,0.36166,0.24821,0,0.35729,0.07833,0,,0.28689,0.70223,10.3579,1.0664,0,0.66242,0.71326,12.06885,1.0664,0,0,0,6,3.65053,0,3.32768,0,0,0,0,0,0,0,0,1,1,0,0,0,,418.58478,180.62418,0
30,50ebe2.png,73,1.2002,175753998336,0.0667,0.37089,0.8877,0.3125,4,1,0.07382,0.33871,1,0.35365,0.07583,0,,0.30837,0.87619,13.51986,1.09541,1,0.66687,0.87103,13.67101,1.08091,1,0,0,7,3.54218,1,3.70256,1,0,0,0,0,0,0,0,1,1,0,0,0,,586.6991,195.27306,0
30,50ebe2.png,93,1.53027,175757301878,0.3461,0.30434,1.26563,0.26465,5,1,0.45594,0.28699,1,0.35313,0.07583,0,,0.34167,0.85337,13.23878,1.11115,1,0.69942,0.86894,13.21223,1.12566,1,0,0,7,3.24826,1,3.53934,1,0,0,0,0,0,0,0,1,1,0,0,0,,542.35974,8.46733,0
30,50ebe2.png,113,1.85742,175760570539,0.42195,0.30537,1.5459,0.31152,6,1,0.29801,0.17783,1,0.3526,0.07583,0,,0.34046,0.86975,14.91872,1.15529,1,0.69607,0.8873,14.64227,1.1698,1,0,0,7,3.81767,1,3.85481,1,0,0,0,0,0,0,0,1,1,0,0,0,,145.63727,359.51373,0
30,50ebe2.png,131,2.1543,175763540843,0.22375,0.20314,1.92285,0.23145,7,1,0.1046,0.17522,1,0.35156,0.075,0,,0.2908,0.8921,14.23357,1.16979,1,0.64548,0.89111,14.96462,1.15529,1,0,0,7,4.10773,1,4.03569,1,0,0,0,0,0,0,0,1,1,0,0,0,,399.82895,162.13223,0
30,50ebe2.png,158,2.59668,175767964439,0.16424,0.19,2.16895,0.42773,8,1,0.26804,0.18685,1,0.35156,0.075,0,,0.30916,0.87812,13.75319,1.05891,1,0.66455,0.87508,14.28639,1.05891,1,0,0,7,3.87663,1,4.27997,1,0,0,0,0,0,0,0,1,1,0,0,0,,115.34203,172.1427,0
30,50ebe2.png,176,2.8916,175770919453,0.31479,0.16288,2.66211,0.22949,9,1,0.34715,0.24362,1,0.35104,0.075,0,,0.34456,0.88582,15.49236,1.12442,1,0.69863,0.89898,14.44265,1.12442,1,0,0,7,3.85424,1,3.70665,1,0,0,0,0,0,0,0,1,1,0,0,0,,290.88229,6.42372,0
30,50ebe2.png,191,3.13867,175773386629,0.42499,0.25389,2.90918,0.22949,10,1,0.55269,0.26928,1,0.35052,0.075,0,,0.36126,0.89755,15.40423,1.0664,1,0.71507,0.91253,14.76973,1.0664,1,0,0,7,3.8379,1,4.01118,1,0,0,0,0,0,0,0,1,1,0,0,0,,238.10715,332.69885,0
30,50ebe2.png,211,3.4668,175776672920,0.56332,0.27837,3.15527,0.31152,11,1,0.58505,0.33455,1,0.35,0.07417,0,,0.36226,0.91278,15.70667,1.1657,1,0.71524,0.92947,15.4855,1.19834,1,0,0,7,3.87893,1,3.81753,1,0,0,0,0,0,0,0,1,1,0,0,0,,267.2132,353.68845,0
30,50ebe2.png,231,3.7959,175779956603,0.75412,0.24251,3.53223,0.26367,12,1,0.76143,0.22947,1,0.34948,0.07417,0,,0.37404,0.90931,16.25878,1.14896,1,0.72569,0.93051,15.62479,1.16347,1,0,0,7,4.15567,1,4.4756,1,0,0,0,0,0,0,0,1,1,0,0,0,,368.8548,6.6996,0
30,50ebe2.png,246,4.04199,175782420822,0.85451,0.23357,3.8125,0.22949,13,1,0.87872,0.24433,1,0.34948,0.07417,0,,0.38263,0.91288,14.71138,1.01892,1,0.73404,0.93542,14.11066,1.01892,1,0,0,7,4.00444,1,4.01688,1,0,0,0,0,0,0,0,1,1,0,0,0,,193.0471,3.18568,0
30,50ebe2.png,260,4.27246,175784721051,0.82423,0.25561,4.05859,0.21387,14,1,0.53108,0.18915,1,0.34844,0.07417,0,,0.35671,0.9223,15.10811,1.05976,1,0.70863,0.93754,15.16313,1.11416,1,0,0,7,4.06822,1,4.45195,1,0,0,0,0,0,0,0,1,1,0,0,0,,63.87076,204.46178,0
30,50ebe2.png,278,4.56738,175787678786,0.12721,0.28696,4.33789,0.22949,15,1,0.05958,0.34633,1,0.34792,0.07417,0,,0.29556,0.94175,13.1815,1.09603,1,0.64738,0.92703,13.40625,1.09603,1,0,0,7,3.69835,1,3.81529,1,0,0,0,0,0,0,0,1,1,0,0,0,,1338.80713,181.6102,0
30,50ebe2.png,296,4.86328,175790634960,0.0518,0.38741,4.58398,0.2793,16,1,0.0156,0.53863,1,0.34792,0.07417,0,,0.26165,0.96607,14.97896,1.22481,1,0.61177,0.93207,14.75154,1.22481,1,0,0,7,3.78825,1,3.76302,1,0,0,0,0,0,0,0,1,1,0,0,0,,188.39645,219.77847,0
30,50ebe2.png,326,5.35742,175795578705,0.02132,0.53464,4.92871,0.42871,17,1,0.05854,0.37655,1,0.3474,0.07417,0,,0.26084,0.96042,12.67906,1.10992,1,0.60683,0.92884,13.69042,1.14255,1,0,0,7,3.68955,1,4.06201,1,0,0,0,0,0,0,0,1,1,0,0,0,,186.11603,251.67322,0
30,50ebe2.png,350,5.75098,175799506701,0.062,0.27558,5.42285,0.32813,18,1,0.05681,0.29238,1,0.3474,0.07417,0,,0.26441,0.96386,13.52146,1.25822,1,0.60906,0.93283,13.17247,1.25822,1,0,0,7,4.16392,1,3.85868,1,0,0,0,0,0,0,0,1,1,0,0,0,,320.53375,75.89655,0
30,50ebe2.png,367,6.03125,175802311286,0.04782,0.39452,5.76855,0.2627,19,1,0.03778,0.63503,1,0.34688,0.07333,0,,0.26319,0.96521,12.56133,1.08152,1,0.60808,0.93714,13.97836,1.08152,1,0,0,7,3.70758,1,3.96242,1,0,0,0,0,0,0,0,1,1,0,0,0,,145.30148,259.20047,0
30,50ebe2.png,408,6.70313,175809033950,0.05034,0.68688,6.0957,0.60742,20,1,0.27733,0.59844,1,0.34688,0.07333,0,,0.27679,0.97221,12.00734,1.27712,1,0.62281,0.94927,9.85611,1.25899,1,0,0,7,3.38849,1,3.68253,1,0,0,0,0,0,0,0,1,1,0,0,0,,350.86533,270.79013,0
30,50ebe2.png,426,7.00098,175812008598,0.26464,0.66475,6.77051,0.23047,21,1,0.25773,0.70248,0,0.34583,0.07333,0,,0.29612,0.97846,9.50841,1.25745,0,0.64104,0.96041,11.04544,1.25745,0,0,0,7,3.21904,0,3.07157,0,0,0,0,0,0,0,0,1,1,0,0,0,,412.31207,3.69284,0
28,7f9e3a.png,1,0.0166,175812322288,0.26464,0.66475,0,0.0166,1,1,0.25773,0.70248,0,0.34583,0.07333,0,,0.29612,0.97846,9.50841,1.25745,0,0.64104,0.96041,11.04544,1.25745,0,879,0,7,3.21904,0,3.07157,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0
28,7f9e3a.png,16,0.26367,175814791723,0.22915,0.60943,0.18164,0.08203,2,1,0.22043,0.61827,0,0.34583,0.07333,0,,0.30812,0.98072,10.78826,1.25745,0,0.65333,0.96627,11.12186,1.25745,0,0,0,8,3.25027,0,2.955,0,0,0,0,0,0,0,0,1,1,0,0,0,,95.13145,135.74825,0
