MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/12 15:38:18.994),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
28,0f712c.png,12,0.19727,178484952267,0.21147,0.18671,0,0.19727,1,1,0.2078,0.18447,1,0.37135,0.06667,0,,0.22091,0.80775,13.01517,1.15591,1,0.5663,0.79499,12.29882,1.17042,1,0,0,4,3.98337,1,3.26893,1,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0
28,0f712c.png,25,0.41113,178487087553,0.37398,0.18877,0.21387,0.19727,2,1,0.4517,0.13367,1,0.35729,0.06583,0,,0.22122,0.79087,11.53464,1.17042,1,0.56573,0.79448,12.07705,1.18492,1,0,0,4,3.29135,1,3.91151,1,0,0,0,0,0,0,0,1,1,0,0,0,,312.02896,359.54608,0
28,0f712c.png,41,0.67383,178489716783,0.41852,0.10437,0.42773,0.24609,3,1,0.34384,0.00089,1,0.35469,0.065,0,,0.23842,0.76354,10.15795,1.22482,1,0.58464,0.76912,10.55079,1.19218,1,0,0,4,2.79282,1,2.92702,1,0,0,0,0,0,0,0,1,1,0,0,0,,132.55478,49.82357,0
28,0f712c.png,71,1.16602,178494635976,0.34223,0.02031,0.69043,0.47559,4,1,0.3509,0.0383,0,0.35052,0.0625,0,,0.23081,0.81818,10.70355,1.18493,0,0.57276,0.8352,11.0515,1.18493,0,888,0,4,3.005,0,3.01952,0,0,0,0,0,0,0,0,1,1,0,0,0,,177.84998,145.44656,0
28,0f712c.png,115,1.88965,178501878460,0.59401,0.02067,1.57715,0.3125,5,1,0.59234,0.04784,1,0.3474,0.06167,0,,0.25927,0.8195,10.91851,1.22196,1,0.59716,0.83258,11.66968,1.22196,1,0,0,5,3.12445,1,3.57345,1,0,0,0,0,0,0,0,1,1,0,0,0,,483.41772,359.94879,0
28,0f712c.png,137,2.25,178505474634,0.62281,0.04126,1.90723,0.34277,6,1,0.61876,0.09776,0,0.34531,0.06083,0,,0.29284,0.82904,10.94422,1.33307,0,0.629,0.84685,11.01966,1.33307,0,0,0,5,3.10195,0,3.36595,0,0,0,0,0,0,0,0,1,1,0,0,0,,60.56513,335.9234,0
28,0f712c.png,167,2.74414,178510416277,0.5119,0.19976,2.51563,0.22852,7,1,0.36724,0.14373,1,0.34427,0.05917,0,,0.31077,0.83054,10.44274,1.33307,1,0.64694,0.84405,10.9411,1.33307,1,0,0,6,4.14619,1,3.34873,1,0,0,0,0,0,0,0,1,1,0,0,0,,285.52151,221.77058,0
28,0f712c.png,194,3.1875,178514852775,0.38985,0.16633,2.80957,0.37793,8,1,0.363,0.22684,1,0.34427,0.05917,0,,0.32573,0.83074,10.26914,1.18493,1,0.66325,0.84256,11.07575,1.18493,1,0,0,6,2.90041,1,2.89908,1,0,0,0,0,0,0,0,1,1,0,0,0,,237.745,170.28571,0
28,0f712c.png,214,3.5166,178518139851,0.31913,0.3895,3.25293,0.26367,9,1,0.31571,0.43105,1,0.34427,0.05917,0,,0.34072,0.84661,11.05501,1.10043,1,0.67832,0.85783,11.18281,1.13307,1,0,0,6,3.6807,1,3.07087,1,0,0,0,0,0,0,0,1,1,0,0,0,,300.25961,243.11401,0
28,0f712c.png,236,3.87793,178521755202,0.28414,0.3486,3.5332,0.34473,10,1,0.333,0.41238,1,0.34427,0.05917,0,,0.35809,0.8467,10.20498,1.14017,1,0.69554,0.86604,10.93705,1.12567,1,0,0,6,3.75573,1,2.89063,1,0,0,0,0,0,0,0,1,1,0,0,0,,83.19923,143.84944,0
