MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/13 13:59:26.185),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
8,50802a.jpg,14,0.22998,43161498786,0.36306,-0.05367,0.00000,0.22998,1,1,0.34951,-0.07510,1,0.36458,0.07417,0,,0.29385,0.45254,15.59926,1.09295,1,0.62936,0.41860,16.10078,1.10730,1,0,0.00000,7,4.33421,1,5.23192,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
8,50802a.jpg,27,0.44360,43163634498,0.38437,0.14723,0.24646,0.19714,2,1,0.41487,0.27074,1,0.36458,0.07417,0,,0.28863,0.45794,15.34851,1.02211,1,0.62426,0.42156,16.36546,1.02211,1,0,0.00000,7,4.01197,1,4.27930,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,244.52733,279.63226,0,
8,50802a.jpg,48,0.78894,43167088404,0.49075,0.19916,0.46021,0.32874,3,1,0.53398,0.22369,1,0.34740,0.09083,0,,0.29236,0.47629,14.99663,1.05051,1,0.62533,0.44726,16.04967,1.03616,1,0,0.00000,7,3.88380,1,4.40171,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,213.54436,343.03320,0,
8,50802a.jpg,68,1.11707,43170370259,0.53286,0.20646,0.80493,0.31213,4,1,0.45615,0.45290,1,0.91406,0.12667,0,,0.28674,0.49431,13.42862,1.06424,1,0.61741,0.46370,13.85354,1.06424,1,0,0.00000,7,3.98846,1,4.12316,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,81.32431,353.81628,0,
8,50802a.jpg,94,1.54578,43174656431,0.44254,0.45521,1.18274,0.36304,5,1,0.34576,0.55379,1,0.99948,0.34167,0,,0.27319,0.50257,13.10484,1.07829,1,0.60547,0.47064,13.85804,1.07829,1,0,0.00000,7,3.62608,1,3.78491,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,345.21704,239.84543,0,
8,50802a.jpg,134,2.20129,43181211510,0.38072,0.59597,1.56250,0.63879,6,1,0.41348,0.66397,1,0.99948,0.34167,0,,0.29642,0.45369,13.57106,1.06424,1,0.63684,0.42543,14.91603,1.06424,1,0,0.00000,7,3.73160,1,3.87801,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,206.44514,234.90430,0,
8,50802a.jpg,155,2.54651,43184663740,0.45839,0.65705,2.21777,0.32874,7,1,0.53170,0.69083,1,0.99948,0.34167,0,,0.27159,0.45982,14.32638,1.05082,1,0.61099,0.42165,15.21163,1.03647,1,0,0.00000,7,3.72239,1,4.12427,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,166.16557,333.82574,0,
8,50802a.jpg,189,3.10510,43190249640,0.52292,0.68808,2.56299,0.54211,8,1,0.48898,0.74266,1,0.99948,0.34167,0,,0.27248,0.47125,12.97203,1.07829,1,0.61232,0.44163,14.36883,1.07829,1,0,0.00000,7,3.57286,1,3.94358,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,129.37213,343.27246,0,
8,50802a.jpg,211,3.46643,43193863413,0.47056,0.74476,3.12122,0.34521,9,1,0.42462,0.79213,1,0.99948,0.34167,0,,0.27141,0.47604,12.18029,1.06455,1,0.61079,0.44752,14.21858,1.07890,1,0,0.00000,7,3.34302,1,3.85154,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,121.37828,214.08092,0,
8,50802a.jpg,233,3.82788,43197477684,0.38382,0.82624,3.48291,0.34497,10,1,0.35644,0.85421,1,0.99948,0.34167,0,,0.28205,0.47993,12.22248,1.03616,1,0.62096,0.45780,15.55198,1.03616,1,0,0.00000,7,3.84141,1,3.84863,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,193.12172,210.41716,0,
8,50802a.jpg,253,4.15637,43200762400,0.39106,0.86174,3.84424,0.31213,11,1,0.45980,0.87558,1,0.99948,0.34167,0,,0.28551,0.48617,12.61932,1.05020,1,0.62474,0.46201,14.15736,1.05020,1,0,0.00000,7,3.60954,1,4.04234,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,44.81067,288.07202,0,
8,50802a.jpg,282,4.63293,43205528753,0.48192,0.86591,4.17285,0.46008,12,1,0.52042,0.86084,1,0.99948,0.34167,0,,0.28576,0.49505,13.81277,1.06424,1,0.62409,0.46886,14.56721,1.06424,1,0,0.00000,7,3.60049,1,4.14466,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,174.52293,358.35696,0,
8,50802a.jpg,304,4.99414,43209140535,0.58244,0.84981,4.64905,0.34509,13,1,0.61230,0.85620,1,0.99948,0.34167,0,,0.29309,0.49461,13.48203,1.12134,1,0.62958,0.46898,14.64687,1.10699,1,0,0.00000,7,3.62646,1,4.21019,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,193.96301,5.71652,0,
8,50802a.jpg,360,5.91589,43218357375,0.35933,-0.10345,5.40503,0.51086,14,1,0.42342,0.09192,1,0.99948,0.34167,0,,0.28392,0.47027,13.88942,1.07829,1,0.61644,0.44179,14.43117,1.09264,1,0,0.00000,8,4.21918,1,4.26745,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,1221.48950,110.52988,0,
8,50802a.jpg,385,6.32471,43222446053,0.50055,0.16062,5.97986,0.34485,15,1,0.55285,0.17916,1,0.99948,0.34167,0,,0.28388,0.47357,13.34929,1.06517,1,0.61794,0.44517,13.90122,1.05082,1,0,0.00000,8,4.04231,1,4.36503,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,417.05353,310.55200,0,
8,50802a.jpg,399,6.55518,43224751003,0.51899,0.27875,6.34167,0.21350,16,1,0.48008,0.39457,1,0.99948,0.34167,0,,0.27917,0.47779,13.18137,1.07921,1,0.61277,0.44851,13.72911,1.07921,1,0,0.00000,8,3.36770,1,3.73099,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,146.11044,284.02322,0,
8,50802a.jpg,427,7.01477,43229347267,0.47503,0.41387,6.57117,0.44360,17,1,0.48204,0.45653,1,0.99948,0.34167,0,,0.27818,0.47917,13.33314,1.09326,1,0.61243,0.45017,14.13587,1.07890,1,0,0.00000,8,3.51607,1,3.63312,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,182.79652,242.50101,0,
21,901003.png,1,0.01758,43229692755,0.47759,0.41301,0.00000,0.01758,1,1,0.51324,0.41048,1,0.99948,0.34167,0,,0.27955,0.47862,12.97493,1.03647,1,0.61365,0.44945,13.97965,1.02211,1,0,0.00000,8,3.42730,1,3.70181,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,5.02234,11.85787,0,
