MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/13 15:08:48.724),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
19,d4ab0e.png,1,0.01563,84784933514,0.40447,0.05692,0.00000,0.01562,1,1,0.46026,0.11756,1,0.36615,0.10083,0,,0.37034,0.46337,13.81162,0.99382,1,0.70730,0.46834,13.42629,1.01851,1,0,0.00000,3,4.51520,1,4.29401,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
19,d4ab0e.png,19,0.31152,84787891369,0.45556,0.13977,0.03223,0.27930,2,1,0.42881,0.13904,1,0.36823,0.14917,0,,0.37171,0.46076,13.96073,1.00038,1,0.70896,0.46656,14.24518,1.02507,1,0,0.00000,3,3.98467,1,4.33274,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,139.66577,314.61499,0,
19,d4ab0e.png,39,0.64014,84791177136,0.20556,0.31613,0.42773,0.21240,3,1,0.14876,0.30420,1,0.39583,0.18250,0,,0.34926,0.46657,14.58976,0.95037,1,0.68425,0.46458,14.33352,0.95037,1,0,0.00000,3,4.32211,1,4.08925,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,524.58374,203.79269,0,
19,d4ab0e.png,54,0.88672,84793641924,0.21806,0.29241,0.65625,0.23047,4,1,0.26569,0.27831,1,0.39531,0.18167,0,,0.32136,0.47908,14.20045,0.98780,1,0.65215,0.47038,14.29384,0.98780,1,0,0.00000,3,3.75399,1,4.06049,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,37.23171,49.86343,0,
19,d4ab0e.png,68,1.11670,84795944043,0.13503,0.34687,0.90283,0.21387,5,1,0.09071,0.39743,1,0.39531,0.18167,0,,0.29903,0.49408,12.98688,1.02854,1,0.62660,0.48817,13.85925,1.02854,1,0,0.00000,3,3.90136,1,4.23673,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,172.29295,202.29080,0,
19,d4ab0e.png,99,1.62598,84801034886,0.23872,0.38121,1.18262,0.44336,6,1,0.11359,0.47793,1,0.39531,0.18167,0,,0.35368,0.67160,14.18482,1.13580,1,0.66582,0.67121,13.95326,1.11882,1,0,0.00000,3,4.37619,1,3.76399,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,203.30484,348.30566,0,
19,d4ab0e.png,121,1.98730,84804646650,0.06947,0.46340,1.69141,0.29590,7,1,0.47655,0.46803,1,0.39531,0.18167,0,,0.40543,0.69630,12.12649,1.13580,1,0.71172,0.69811,12.68877,1.13580,1,0,0.00000,3,3.62525,1,3.51951,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,339.59756,196.88347,0,
19,d4ab0e.png,138,2.26660,84807442077,0.74805,0.52577,2.05322,0.21338,8,1,0.93157,0.76503,1,0.39531,0.18167,0,,0.44267,0.67939,10.53466,1.20138,1,0.74622,0.69072,12.86660,1.20138,1,0,0.00000,3,3.85931,1,4.49855,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,1305.02148,356.71225,0,
19,d4ab0e.png,170,2.79248,84812698205,0.87244,0.76474,2.33252,0.45996,9,1,0.91686,0.88085,1,0.39531,0.18167,0,,0.50383,0.61438,13.86339,1.15103,1,0.81432,0.65486,14.74788,1.16801,1,0,0.00000,3,3.90137,1,4.15961,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,373.19266,309.78891,0,
19,d4ab0e.png,184,3.02246,84814998244,0.82906,0.71931,2.80908,0.21338,10,1,0.74687,0.34387,1,0.39531,0.18167,0,,0.51650,0.58571,14.49124,1.08711,1,0.82949,0.63095,14.37780,1.07353,1,0,0.00000,3,4.18356,1,4.69109,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,99.54457,146.79378,0,
