MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/13 15:18:00.453),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
22,15ac57.png,17,0.27930,90304977400,0.37028,-0.03241,0.00000,0.27930,2,1,0.39065,-0.05088,1,0.37865,0.09250,0,,0.40596,0.45527,11.95554,1.08501,1,0.73038,0.48513,12.12464,1.10198,1,0,0.00000,4,3.45940,1,3.65699,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
22,15ac57.png,39,0.64111,90308592731,0.45289,0.47537,0.39453,0.24658,3,1,0.45099,0.55749,1,0.37865,0.09250,0,,0.39326,0.56048,12.14031,1.06803,1,0.71071,0.57835,12.00370,1.06803,1,0,0.00000,4,3.89077,1,3.98533,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,629.64099,284.59039,0,
22,15ac57.png,58,0.95313,90311712017,0.45353,0.54691,0.65771,0.29541,4,1,0.44693,0.57184,1,0.37865,0.09250,0,,0.41455,0.65327,12.55162,1.18512,1,0.72827,0.67079,12.52254,1.18512,1,0,0.00000,4,3.75684,1,3.72273,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,85.85681,270.82007,0,
22,15ac57.png,75,1.23242,90314506853,0.49950,0.60868,0.96924,0.26318,5,1,0.63788,0.71637,1,0.37865,0.09250,0,,0.44816,0.72150,12.07866,1.22260,1,0.75722,0.74255,13.41573,1.22260,1,0,0.00000,4,3.77412,1,4.16553,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,115.25893,319.97598,0,
22,15ac57.png,100,1.64307,90318614619,0.63815,0.70443,1.29834,0.34473,6,1,0.67087,0.50907,1,0.37865,0.09250,0,,0.50381,0.73449,12.85547,1.20152,1,0.81039,0.76121,13.57882,1.20152,1,0,0.00000,4,3.94890,1,4.61588,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,289.94592,336.65411,0,
22,15ac57.png,126,2.07031,90322886001,0.65794,0.19316,1.70898,0.36133,7,1,0.47494,0.22336,1,0.37865,0.09250,0,,0.50176,0.65684,12.96249,1.21122,1,0.80788,0.67367,13.07772,1.25002,1,0,0.00000,4,3.87754,1,4.01083,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,614.69946,86.45608,0,
22,15ac57.png,158,2.59570,90328140511,0.45330,0.29229,2.13574,0.45996,8,1,0.44603,0.31987,1,0.37865,0.09250,0,,0.44698,0.62236,12.84579,1.28584,1,0.74965,0.62799,12.59171,1.28584,1,0,0.00000,4,3.72141,1,3.80157,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,410.52139,196.84407,0,
22,15ac57.png,186,3.05615,90332741990,0.53776,0.26637,2.61230,0.44385,9,1,0.46012,0.25224,1,0.37865,0.09250,0,,0.44400,0.58096,13.31989,1.20152,1,0.75050,0.59443,13.10278,1.20152,1,0,0.00000,4,3.69558,1,3.91419,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,165.11931,10.85784,0,
22,15ac57.png,209,3.43359,90336520206,0.45004,0.28622,3.07227,0.36133,10,1,0.28669,0.35884,1,0.37865,0.09250,0,,0.41060,0.58297,14.01476,1.20152,1,0.72046,0.58205,12.52392,1.20152,1,0,0.00000,4,3.92341,1,4.09445,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,170.09851,188.04997,0,
22,15ac57.png,238,3.91016,90341284979,0.21198,0.40719,3.49951,0.41064,11,1,0.26237,0.48231,1,0.37865,0.09250,0,,0.38587,0.59692,12.72834,1.18512,1,0.69747,0.58869,13.16544,1.16815,1,0,0.00000,4,3.86118,1,3.67127,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,479.57312,197.61949,0,
