MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/06/02 16:18:02.388),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME,
3,f4ff84.jpg,15,0.24707,160163908331,0.38370,0.08743,0.00000,0.24707,2,1,0.45860,0.36295,1,0.45781,0.23333,0,,0.25763,0.46247,18.13405,0.88996,1,0.60198,0.42590,18.18033,0.89757,1,0,0.00000,7,4.91687,1,5.29688,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,0.00000,0.00000,0,
3,f4ff84.jpg,34,0.55957,160167031284,0.42623,0.26997,0.31250,0.24707,3,1,0.39659,0.19689,1,0.70990,0.39083,0,,0.25275,0.47056,19.02095,0.94788,1,0.59588,0.43554,19.27810,0.94788,1,0,0.00000,7,5.57966,1,5.62560,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,233.77335,290.44464,0,
3,f4ff84.jpg,60,0.98633,160171305765,0.44645,0.12535,0.62598,0.36035,4,1,0.50452,0.17431,1,0.99948,0.57417,0,,0.25669,0.47082,20.95466,0.88996,1,0.59943,0.43641,19.29413,0.88236,1,0,0.00000,7,5.55061,1,5.38498,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,177.83333,77.39036,0,
3,f4ff84.jpg,74,1.21582,160173599658,0.44001,0.20913,1.00293,0.21289,5,1,0.38195,0.28946,1,0.99948,0.57333,0,,0.23830,0.48160,21.02306,0.91278,1,0.58013,0.44815,21.63269,0.91278,1,0,0.00000,7,5.57745,1,5.47230,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,101.29351,262.98849,0,
3,f4ff84.jpg,103,1.69238,160178365198,0.37816,0.28692,1.23242,0.45996,6,1,0.37100,0.37911,1,0.99948,0.57333,0,,0.24905,0.48782,20.23935,0.92156,1,0.58999,0.44351,20.46418,0.92156,1,0,0.00000,7,5.00120,1,5.23682,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,151.04930,218.17000,0,
3,f4ff84.jpg,133,2.18555,160183292543,0.38119,0.39207,1.70898,0.47656,7,1,0.39970,0.48426,1,0.99948,0.57333,0,,0.24275,0.53003,21.04998,0.88236,1,0.58073,0.44584,20.96316,0.88236,1,0,0.00000,6,5.34762,1,5.59305,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,126.31403,272.63980,0,
3,f4ff84.jpg,162,2.66211,160188059625,0.41839,0.47222,2.44922,0.21289,8,1,0.39108,0.47384,1,0.99948,0.57333,0,,0.29683,0.51102,21.25784,0.88470,1,0.64457,0.45454,22.64416,0.90108,1,0,0.00000,7,5.72531,1,5.99130,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,119.79975,306.59787,0,
3,f4ff84.jpg,180,2.95801,160191014838,0.38320,0.51916,2.67871,0.27930,9,1,0.43450,0.51666,1,0.99948,0.57333,0,,0.30655,0.49898,20.71226,0.93911,1,0.65232,0.46720,21.21958,0.93911,1,0,0.00000,7,5.48439,1,5.90035,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,87.96505,219.81752,0,
3,f4ff84.jpg,209,3.43359,160195778281,0.45360,0.51729,2.97559,0.45801,10,1,0.48821,0.53525,1,0.99948,0.57333,0,,0.32209,0.49525,20.24278,0.92156,1,0.66731,0.46273,21.24856,0.93033,1,0,0.00000,7,5.26835,1,5.64417,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,135.18666,0.95109,0,
3,f4ff84.jpg,223,3.66406,160198079753,0.40921,0.60807,3.45020,0.21387,11,1,0.38893,0.63467,1,0.99948,0.57333,0,,0.31270,0.49934,20.50539,0.91278,1,0.65864,0.46697,21.69059,0.92156,1,0,0.00000,7,5.39152,1,5.52468,1,0.00000,0,0,0,0,0,0,1,1,0,0.00000,0,,138.31490,231.96126,0,
