MEDIA_ID,MEDIA_NAME,CNT,TIME(2022/04/12 15:24:24.722),TIMETICK(f=10000000),FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,BPOGX,BPOGY,BPOGV,CX,CY,CS,USER,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,BKID,BKDUR,BKPMIN,LPMM,LPMMV,RPMM,RPMMV,DIAL,DIALV,GSR,GSRV,HR,HRV,HRP,TTL0,TTL1,TTLV,PIXS,PIXV,AOI,SACCADE_MAG,SACCADE_DIR,VID_FRAME
2,3b6541.jpg,19,0.31152,170143272969,0.23377,0.18706,0,0.31152,1,1,0.43074,0.15978,1,0.36667,0.065,0,,0.29255,0.51676,15.78619,1.09942,1,0.65179,0.51529,15.78535,1.09942,1,0,0,4,3.88063,1,3.79288,1,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0
2,3b6541.jpg,42,0.69141,170147066082,0.45739,0.17868,0.37793,0.31348,2,1,0.58872,0.24168,1,0.3625,0.06417,0,,0.32317,0.52751,15.76511,1.09667,1,0.6821,0.53706,15.26297,1.09667,1,0,0,4,3.9948,1,4.28196,1,0,0,0,0,0,0,0,1,1,0,0,0,,429.46817,1.3417,0
2,3b6541.jpg,62,1.01855,170150338322,0.58309,0.20756,0.75586,0.2627,3,1,0.59463,0.16329,1,0.36042,0.06333,0,,0.31977,0.54415,16.43821,1.09605,1,0.6779,0.55839,15.70944,1.08155,1,0,0,4,4.08899,1,4.35587,1,0,0,0,0,0,0,0,1,1,0,0,0,,243.81952,351.82843,0
2,3b6541.jpg,82,1.34668,170153624069,0.58103,0.19602,1.03418,0.3125,4,1,0.52467,0.44869,1,0.3599,0.0625,0,,0.31527,0.60078,15.57791,1.11179,1,0.66953,0.60901,15.7194,1.11179,1,0,0,4,4.55058,1,4.63368,1,0,0,0,0,0,0,0,1,1,0,0,0,,14.40175,105.94016,0
2,3b6541.jpg,105,1.72461,170157402583,0.53955,0.51828,1.41309,0.31152,5,1,0.54333,0.54463,1,0.35885,0.0625,0,,0.31814,0.60773,15.73541,1.08093,1,0.67537,0.6228,15.91627,1.09543,1,0,0,4,4.03867,1,4.00453,1,0,0,0,0,0,0,0,1,1,0,0,0,,394.82779,258.36292,0
2,3b6541.jpg,131,2.15234,170161680902,0.56289,0.56533,1.74121,0.41113,6,1,0.5665,0.56458,0,0.35885,0.0625,0,,0.33616,0.60759,14.79066,1.06642,0,0.6947,0.62968,10.93727,1.06642,0,0,0,4,3.88428,0,4.37048,0,0,0,0,0,0,0,0,1,1,0,0,0,,72.0827,308.4393,0
2,3b6541.jpg,159,2.6123,170166273822,0.44281,0.30367,2.5127,0.09961,7,1,0.42171,0.30768,0,0.35885,0.0625,0,,0.34142,0.61586,12.7406,1.26056,0,0.69674,0.64556,15.74716,1.26056,0,0,0,5,3.95253,0,4.04294,0,0,0,0,0,0,0,0,1,1,0,0,0,,389.54584,126.28855,0
2,3b6541.jpg,208,3.41699,170174326144,0.55457,0.37079,2.92383,0.49316,8,1,0.4585,0.28993,1,0.35833,0.0625,0,,0.35081,0.6097,16.37724,1.05781,1,0.70682,0.63765,16.81594,1.06968,1,0,0,5,3.95813,1,4.15146,1,0,0,0,0,0,0,0,1,1,0,0,0,,229.19768,339.42596,0
2,3b6541.jpg,229,3.76172,170177775489,0.48663,0.22933,3.48242,0.2793,9,1,0.59923,0.20748,1,0.35833,0.0625,0,,0.35847,0.61417,15.81396,1.12444,1,0.71377,0.6434,17.1763,1.12444,1,0,0,5,4.15255,1,4.18035,1,0,0,0,0,0,0,0,1,1,0,0,0,,214.08313,127.54025,0
2,3b6541.jpg,248,4.07422,170180897005,0.57513,0.28495,3.77832,0.2959,10,1,0.55799,0.49157,1,0.35833,0.0625,0,,0.35692,0.62549,15.53848,1.11179,1,0.71086,0.65483,15.97597,1.1263,1,0,0,5,4.05511,1,4.17961,1,0,0,0,0,0,0,0,1,1,0,0,0,,182.5583,338.55527,0
